TAGLN, 2745, -4.248145
CD14, 406, -4.243943
FOXN3, 485, -4.240435
CUX1, 640, -4.237452
ATP10D, 6690, -4.234731
FAM135A, 6797, -4.229287
PRDM8, 6617, -4.219364
CDH23, 7001, -4.197389
INHBA, 1384, -4.197188
NR4A2, 1884, -4.193177
TOB1, 4000, -4.188833
TAGLN2, 3190, -4.186318
AMT, 120, -4.176580
IL6R, 1363, -4.175208
HLA-G, 1244, -4.164130
CHCHD7, 7269, -4.161927
RADIL, 6385, -4.152524
HEBP2, 4959, -4.146523
JMJD6, 4766, -4.143978
PHYKPL, 8080, -4.136529
CABCOCO1, 9298, -4.133122
GABPB1-IT1, 6129, -4.130961
POMC, 2103, -4.129104
EGFL6, 5112, -4.128713
BTG2, 3086, -4.125884
SORBS3, 4019, -4.123247
DUSP23, 6070, -4.118537
MTBP, 5273, -4.117230
APOL3, 7618, -4.115510
PBX4, 7594, -4.105382
HSPB2, 1302, -4.104102
TPM2, 2881, -4.100499
HOMER3, 3638, -4.097034
POLR2H, 2102, -4.096831
FAU, 907, -4.093931
RGS16, 2392, -4.091328
RPS24, 2472, -4.081799
ATF1, 199, -4.072813
KIAA0825, 9569, -4.072251
BID, 276, -4.070012
NRG4, 8900, -4.068227
EPB41, 836, -4.068091
AZGP1, 243, -4.065312
CRIPT, 3625, -4.061505
SERPINH1, 385, -4.060333
CAMK2N2, 8358, -4.054157
MYL12A, 4255, -4.052573
AKAP7, 3645, -4.052144
DTWD1, 6619, -4.051592
FOXP1, 5274, -4.050508
HLA-DPA1, 1235, -4.045122
NEGR1, 9446, -4.044561
FAM151B, 9155, -4.035884
FAM189A1, 4845, -4.022770
LRRC23, 4052, -4.010688
NYAP2, 6820, -4.004844
ZFAND6, 5925, -4.000274
RPS28, 2476, -3.997867
NSL1, 5091, -3.997350
BTBD6, 8161, -3.997072
SPTSSA, 9188, -3.992731
RHOV, 9185, -3.989535
VWC2, 9732, -3.989213
PTPRT, 4464, -3.984089
PYCARD, 5419, -3.983841
FRMD3, 9444, -3.978500
IER2, 3716, -3.978055
SEC61B, 4391, -3.970712
ZNF773, 9721, -3.968204
SPTB, 2677, -3.966901
OSGEP, 6356, -3.962732
ST6GAL2, 7956, -3.961764
MACO1, 6216, -3.959855
GDPD5, 7638, -3.956666
S100A11, 2498, -3.955819
FOS, 968, -3.950289
MYL9, 4125, -3.950111
EMILIN2, 7797, -3.944349
CLEC2D, 5428, -3.942487
VWF, 2989, -3.940761
SNHG1, 4981, -3.940671
AFAP1L2, 7962, -3.939796
NOTCH4, 1852, -3.939575
RPLP1, 2447, -3.939063
XKR8, 6158, -3.938416
KAT6B, 4928, -3.938022
TCEAL1, 3586, -3.937149
KIAA1257, 6752, -3.935864
PAFAH1B3, 1925, -3.932803
MACF1, 4913, -3.929850
RCN3, 6706, -3.927684
GRM4, 1152, -3.921620
PRPH, 2204, -3.921577
PAFAH2, 1926, -3.919921
SPACA6, 8930, -3.918335
ACADM, 16, -3.912581
LMO2, 1555, -3.908826
SLC46A1, 8400, -3.904765
FRZB, 974, -3.904758
ESF1, 5784, -3.896622
ZNF704, 9928, -3.895840
SMAD7, 1592, -3.892861
ALS2, 6844, -3.891534
CD74, 424, -3.889261
QRFPR, 7818, -3.888401
RPL11, 2423, -3.887512
RBM6, 4021, -3.883088
VASP, 2968, -3.874528
RPL35A, 2441, -3.874118
CCDC136, 7089, -3.870605
TNFRSF12A, 5702, -3.867216
C12orf65, 8246, -3.866399
CCNL1, 6630, -3.861905
RPS4X, 2452, -3.861855
ROCK1, 2408, -3.855247
EBAG9, 3513, -3.853627
RBM3, 2356, -3.852184
GMNN, 5571, -3.851309
FAM13B, 5690, -3.849396
WWC2, 7490, -3.844569
SUMO2, 2633, -3.838962
CCL19, 2524, -3.836471
BPGM, 295, -3.833215
HLA-J, 1246, -3.819856
LRRC39, 8684, -3.811995
TANK, 3928, -3.811680
SPINK8, 9958, -3.809219
SLC2A1, 2582, -3.808782
POU3F3, 2111, -3.807041
CRTAC1, 6162, -3.803706
CFAP58, 9091, -3.797440
LY86, 3636, -3.786568
CACNB4, 345, -3.785120
SST, 2698, -3.784371
FAM46A, 6338, -3.777220
C8orf34, 8516, -3.776663
NAGA, 1765, -3.774840
MAP3K5, 1652, -3.771975
TCEAL9, 5643, -3.768235
RP9P, 9892, -3.767382
ARL13B, 9238, -3.765207
GPR183, 768, -3.763638
RPS27, 2474, -3.763525
RASSF1, 4501, -3.759497
MALL, 3091, -3.754619
CIPC, 8121, -3.751934
B3GLCT, 8889, -3.751267
AUTS2, 5153, -3.751153
BRI3, 5032, -3.748542
CXCL12, 2529, -3.746970
ABCC1, 1702, -3.745065
MXD4, 4242, -3.744638
MYH11, 1748, -3.743574
SLC25A28, 7698, -3.740019
KCNAB3, 3523, -3.736769
TPRKB, 5552, -3.731403
GPR4, 1105, -3.731252
CCDC181, 6881, -3.729699
POU3F4, 2112, -3.727018
TNFAIP8, 5041, -3.726962
PDE7A, 1971, -3.706349
ENTPD3, 416, -3.703132
ETHE1, 4906, -3.703123
UTRN, 2964, -3.702626
RPL35, 4514, -3.697372
TOX3, 5342, -3.693593
IFI30, 4147, -3.688427
CCDC152, 10002, -3.686846
CRYGD, 599, -3.686239
RPL18, 2427, -3.684900
TTC9B, 8939, -3.684208
ANXA2, 130, -3.669138
LEMD2, 9351, -3.669007
EIF3L, 5726, -3.664370
NDUFS4, 1793, -3.663731
CYYR1, 8508, -3.659353
RPL23AP32, 6614, -3.655605
CENPC, 470, -3.652159
ZNF697, 8212, -3.651836
RPS19, 2468, -3.649468
BACE2, 5047, -3.648109
THOC2, 6683, -3.640743
COL1A2, 545, -3.639817
SCGB3A1, 8290, -3.636644
UGDH, 2950, -3.631779
TSPAN13, 5270, -3.628945
GTF2H5, 9864, -3.626298
CDKN1A, 452, -3.624769
ANKRD44, 8244, -3.624633
FAM76B, 8870, -3.620618
MBD3, 5866, -3.619192
SREK1IP1, 9573, -3.616840
MRPS31, 4057, -3.613053
ODF2L, 6747, -3.609252
PROCR, 4206, -3.605745
C1orf54, 7329, -3.600866
LRRN3, 5982, -3.596956
ASTN2, 4786, -3.595617
ZFP36, 3014, -3.594851
NT5DC1, 9340, -3.593634
SCAI, 9591, -3.593195
BSPRY, 6023, -3.590735
MKNK2, 1122, -3.585269
NKX6-3, 9071, -3.585232
DHRS13, 8920, -3.577055
YPEL4, 9295, -3.576831
FOXQ1, 8367, -3.574237
CHM, 490, -3.574029
BGN, 274, -3.573228
PTCHD4, 9897, -3.571473
CSDC2, 5325, -3.570520
COX20, 8512, -3.569958
PLK5, 8664, -3.565685
FAM19A2, 9615, -3.563133
LRRTM1, 9678, -3.557494
CCDC125, 9264, -3.552315
GON7, 7937, -3.551365
TOMM7, 5957, -3.548612
PRR14, 7211, -3.546725
CEMIP, 6694, -3.543058
ABCA5, 4898, -3.528739
PPFIA1, 3230, -3.520364
GPR85, 5901, -3.520129
ZNF74, 3034, -3.519600
SSBP2, 4977, -3.516258
MS4A7, 6892, -3.511062
UTP23, 7889, -3.510512
CNFN, 7936, -3.509922
LAG3, 1511, -3.505855
STARD5, 7603, -3.503125
IFI44, 4216, -3.498899
STX8, 3657, -3.494575
CCDC66, 9552, -3.480926
EFCAB14, 3830, -3.480782
KIF27, 6332, -3.477562
C4orf33, 8767, -3.475225
ANK1, 124, -3.475201
LINGO2, 9072, -3.470389
ZNF821, 6326, -3.469434
MED6, 3924, -3.467733
PDIA3, 1159, -3.463460
KLF4, 3572, -3.461309
PHKA2, 2025, -3.460825
MRRF, 8298, -3.459623
HMGN1, 1253, -3.457018
CARD9, 7031, -3.448526
DLL3, 4283, -3.447326
LUC7L, 6382, -3.447105
TNS1, 2870, -3.446907
LARP7, 5783, -3.446835
ADGRG6, 6693, -3.446564
CDKL2, 3448, -3.433150
SDC2, 2526, -3.432872
PPM1N, 8934, -3.432022
ABLIM1, 1542, -3.431275
MAML3, 6318, -3.430077
NOP53, 5498, -3.429001
OSBPL5, 8456, -3.428738
MFAP3L, 3849, -3.428249
ANKS1A, 4811, -3.427803
A2M, 2, -3.426635
ZMYND10, 5717, -3.425023
SOWAHC, 7172, -3.412624
FGF14, 927, -3.411644
NRN1L, 8620, -3.409932
PLCB4, 2061, -3.405691
RNF152, 9324, -3.403671
TENM2, 6725, -3.399901
GPR137C, 9494, -3.397270
ITPR2, 1429, -3.396714
STARD8, 3802, -3.396408
PCP4L1, 9973, -3.395712
RPS18, 2467, -3.394948
HPGD, 1275, -3.391357
PHF3, 4904, -3.387807
PCP4, 1957, -3.385958
NEAT1, 9472, -3.385685
CEBPZ, 4007, -3.384687
C8orf76, 8049, -3.382845
RSPO2, 9642, -3.382548
FRAS1, 7514, -3.377113
ZSWIM1, 8167, -3.376253
LDOC1, 4980, -3.370840
REEP4, 7586, -3.368801
DUSP7, 758, -3.362398
ACTG2, 32, -3.361967
RERG, 8079, -3.361593
DNAJC15, 5417, -3.357496
MFNG, 1663, -3.356375
LRRC7, 6782, -3.352192
C9orf3, 8037, -3.352087
MEF2A, 1643, -3.350587
GADD45B, 1744, -3.349461
LNX2, 9370, -3.349143
CDC14B, 3258, -3.348273
CDH2, 435, -3.348203
RASGEF1B, 9032, -3.347103
TRIM52, 8009, -3.346769
HLA-A, 1229, -3.345760
ZNF385A, 5098, -3.345516
RASSF3, 9485, -3.344903
FKBP7, 5812, -3.342405
C11orf96, 9759, -3.340524
USP16, 4238, -3.340231
MRPL45, 7896, -3.338470
SEMA3G, 6591, -3.337284
UNC13C, 9882, -3.336491
EVA1C, 6920, -3.334740
PLXND1, 4725, -3.334330
TSFM, 3980, -3.333723
ZNF385D, 7388, -3.330366
RNF113A, 3057, -3.326942
APH1B, 7708, -3.326827
GPR149, 9667, -3.326457
ACTA2, 29, -3.325321
LATS2, 5229, -3.317919
ACP5, 27, -3.317009
ABCA6, 4897, -3.316480
PXYLP1, 8297, -3.315312
BTF3L4, 8238, -3.314254
ZFAND1, 7390, -3.313294
EXOSC10, 2088, -3.312754
GPHN, 4060, -3.311455
VEGFA, 2974, -3.308082
LRIG3, 8582, -3.307257
HCST, 4351, -3.304490
TUBE1, 5639, -3.304014
CCDC84, 9611, -3.302275
SLC39A8, 7018, -3.301693
CAVIN3, 8376, -3.300963
CTSC, 477, -3.299444
CEP152, 4663, -3.297765
CASC4, 8399, -3.297240
DHODH, 696, -3.296229
ECHDC2, 6239, -3.293463
HEMK1, 5734, -3.292737
CARD8, 4623, -3.290299
ERICH5, 9271, -3.287335
XYLT2, 7023, -3.287282
SPAG5, 4247, -3.286841
INSR, 1393, -3.286267
FBXL15, 7281, -3.284980
LMCD1, 5497, -3.283865
FGL2, 4354, -3.281657
CAV1, 378, -3.280716
TRPC1, 2898, -3.280349
TBL1Y, 8196, -3.279545
LRRC4, 7012, -3.277274
TTC28, 4832, -3.274194
BIVM, 6026, -3.270963
SLITRK3, 4602, -3.268706
TCTN1, 7311, -3.265609
PDIA3P1, 9186, -3.264296
GAS5, 6964, -3.264135
MPEG1, 9310, -3.263672
ATP6AP1L, 8286, -3.263348
CDS1, 462, -3.263302
GPX7, 1126, -3.262739
HSCB, 8975, -3.260118
ITGA11, 4570, -3.257566
PCNT, 1954, -3.256346
MAPKBP1, 4668, -3.253891
SLIT2, 3595, -3.253320
KCNK12, 6558, -3.251311
SINHCAF, 6912, -3.250159
RPL23AP7, 8555, -3.246268
SUMO1, 2941, -3.245965
C6orf48, 5540, -3.243970
DFFB, 690, -3.238833
STK40, 7780, -3.230751
C9orf139, 9850, -3.227945
IFT88, 3133, -3.227598
HCLS1, 1211, -3.226634
SPA17, 5855, -3.226482
ARNTL, 182, -3.226000
MSRB3, 9393, -3.224296
TMEM39A, 6234, -3.217710
JAK2, 1433, -3.213720
SLC38A2, 5907, -3.213003
ZCCHC8, 6337, -3.212140
DIP2B, 6811, -3.210701
FPR1, 972, -3.203312
GALNT15, 8548, -3.202349
YIF1A, 4361, -3.201714
ADIRF, 4406, -3.199190
UBXN2A, 9143, -3.196431
RGS12, 2391, -3.194260
KCNIP2, 5508, -3.194124
DKK2, 5288, -3.190152
DUSP1, 753, -3.187747
PARP14, 5976, -3.187343
NRAP, 1870, -3.184780
ABHD5, 5598, -3.183309
GPR161, 4889, -3.182408
IFIH1, 7024, -3.182108
SPINK2, 2673, -3.181934
BEND7, 9369, -3.180653
SPSB2, 7986, -3.178010
PRKX, 2198, -3.177932
GBP2, 1030, -3.176140
KRTCAP3, 9232, -3.173769
NACA, 1764, -3.173396
RPL34, 2440, -3.169296
OSGEPL1, 7032, -3.168720
USP3, 3909, -3.167466
ANKRD16, 5949, -3.167136
ANO2, 6645, -3.160000
TERF1, 2798, -3.156337
ST20, 9828, -3.155641
TMEM61, 9222, -3.153612
DUSP26, 7204, -3.151461
SEMA4G, 6863, -3.147567
UCP3, 2946, -3.147128
H1F0, 1193, -3.147093
AIM2, 3634, -3.145471
RPS6KB2, 2459, -3.145245
VIPR2, 2982, -3.145011
VSTM2A, 9364, -3.141391
ANXA5, 134, -3.141151
EIF3E, 1394, -3.140081
CEACAM19, 6616, -3.139249
SMIM32, 9798, -3.136650
DHRS1, 8491, -3.135352
ANAPC4, 5476, -3.135188
BBIP1, 8300, -3.134273
RPL31, 2438, -3.133078
RHOQ, 4890, -3.132320
LDAH, 6956, -3.132302
MPC1, 5811, -3.129392
THBS4, 2821, -3.127884
PIGX, 6087, -3.126041
NR2C2AP, 8660, -3.120606
CEP350, 3856, -3.120417
COX17, 3959, -3.116939
NES, 4308, -3.113271
IL6ST, 1364, -3.109119
TCTEX1D2, 9422, -3.107731
BMP8A, 9703, -3.106168
SMOC2, 7010, -3.105502
SRA1, 3929, -3.104994
APOL6, 7617, -3.103023
CRHBP, 589, -3.102626
CNTN4, 9023, -3.097982
TAZ, 2762, -3.097966
SYNE4, 9127, -3.095521
CMYA5, 9265, -3.091196
ESRRG, 864, -3.089377
NACC2, 8818, -3.087291
NAAA, 5304, -3.085944
EGFEM1P, 8344, -3.085440
NEURL1B, 5934, -3.082077
PLAC9, 9293, -3.080498
CTBP2, 621, -3.079074
NDUFB6, 1787, -3.077369
FZD4, 3176, -3.076166
NFKBIZ, 7052, -3.074703
SCG2, 3094, -3.074364
CDH12, 444, -3.071987
TMEM199, 8919, -3.071339
RASL11A, 9752, -3.069462
PELI2, 6670, -3.064549
PEX3, 3232, -3.063256
CD163, 3583, -3.061178
BACH1, 246, -3.058937
RGS8, 8102, -3.057742
DBR1, 5631, -3.057161
ACAN, 84, -3.057114
PANK1, 5860, -3.052377
CTPS2, 6542, -3.051830
LGI2, 6205, -3.050647
NFATC2IP, 8035, -3.050544
THEM4, 8540, -3.050231
BTG1, 306, -3.047518
ZCCHC14, 4747, -3.047191
PTAFR, 2253, -3.044886
CEP44, 7611, -3.042011
LRP8, 3083, -3.041880
UBA5, 7440, -3.039811
ZSWIM4, 7176, -3.035510
RPL30, 2435, -3.034989
L2HGDH, 7469, -3.034501
MCM8, 7934, -3.033523
GRID2, 1135, -3.028954
EDIL3, 3969, -3.028035
FAM89B, 4974, -3.023678
ELK3, 820, -3.023373
CALN1, 7745, -3.019991
S100PBP, 7098, -3.019154
SOBP, 6144, -3.018218
GABARAP, 4557, -3.014520
NDUFB11, 5955, -3.014116
STRIP2, 6732, -3.013176
EFCC1, 7418, -3.012413
PSMB2, 2229, -3.012267
SORBS2, 3219, -3.012233
ABCG1, 3728, -3.007818
METTL5, 5403, -3.004939
POLR1D, 5585, -3.004027
ATF7IP, 6402, -2.999250
ADCY4, 9205, -2.998354
ACVR2A, 39, -2.997543
BTD, 302, -2.992983
SALL2, 2501, -2.992068
FAM196A, 9938, -2.990165
LNP1, 9691, -2.988542
PTPN2, 2267, -2.988013
ZDHHC11, 7428, -2.987895
CPVL, 5940, -2.986807
OSBPL9, 8459, -2.986501
PTS, 2290, -2.984201
CC2D2A, 6777, -2.984096
EXTL2, 876, -2.984027
SCAND2P, 5967, -2.983465
ANGPT1, 122, -2.980353
CH25H, 3453, -2.978144
S100A10, 2497, -2.976861
KCNJ5, 1459, -2.976217
CNOT1, 4675, -2.975767
DBI, 667, -2.973417
CD52, 463, -2.973277
HMGB1, 1250, -2.972449
C15orf39, 6584, -2.971848
TRIM4, 8133, -2.970303
MTFMT, 8612, -2.969982
NDUFB3, 1786, -2.968663
EIF4E2, 3649, -2.968071
ANKRD34C, 9812, -2.967534
LAMB2, 1517, -2.964179
MIR9-3HG, 9405, -2.963745
HDAC4, 3804, -2.960092
DAB2, 655, -2.959375
SLC17A8, 9380, -2.957938
SOX17, 7050, -2.957898
PCK2, 1950, -2.954649
LRIF1, 6432, -2.953904
CADM4, 9219, -2.953045
MFAP4, 1660, -2.952624
DNAJC12, 6546, -2.952007
TCEAL5, 9648, -2.950592
NFYB, 1829, -2.946193
SCUBE2, 6870, -2.943659
RPS27A, 2475, -2.943448
COX6A1, 571, -2.942813
HEYL, 5224, -2.942799
GABPA, 991, -2.941230
KRTCAP2, 9228, -2.940447
FOXF1, 944, -2.940054
DARS, 665, -2.939534
THSD4, 7439, -2.938433
NUDT6, 4487, -2.937341
ACYP2, 43, -2.937139
CDKN1B, 453, -2.936383
NTNG1, 4596, -2.935018
TMEM223, 7238, -2.933671
ADAMTS9, 6625, -2.933376
MRGPRF, 8527, -2.932749
RABEP2, 7438, -2.931525
COG7, 8271, -2.930566
PDE5A, 3304, -2.929503
CARD10, 5434, -2.929323
HDAC8, 6475, -2.929066
HLA-B, 1230, -2.927746
LYPLA1, 4144, -2.924567
SNHG7, 8071, -2.924382
SNX19, 9824, -2.924194
ABCG2, 3629, -2.923963
WRAP73, 5519, -2.923813
NSMCE4A, 6003, -2.919646
SUPV3L1, 2724, -2.917948
CLIC1, 521, -2.916835
FAM181B, 9323, -2.915905
ATF3, 200, -2.915465
RNF213, 6842, -2.914899
ADGRL4, 7020, -2.914831
COX7B, 574, -2.914425
S100A4, 2495, -2.910731
RWDD1, 5728, -2.910205
RSL1D1, 5184, -2.909940
HSD17B11, 5635, -2.908989
MEX3D, 9815, -2.908709
PPP1R16A, 8076, -2.905543
WDR92, 8504, -2.904395
DOK5, 6449, -2.902727
TEDC2, 7526, -2.900849
IRAK4, 5619, -2.900474
HLA-DRB1, 1239, -2.899257
CXADR, 642, -2.894712
OLR1, 1898, -2.894597
MLLT10, 3120, -2.891214
CYB561D1, 9534, -2.888991
SPDEF, 5035, -2.885104
NR4A1, 1260, -2.883927
FAM155B, 5284, -2.882688
ICAM2, 1322, -2.882649
GIMAP7, 9163, -2.881217
ABL1, 10, -2.880593
ADAMTS1, 3669, -2.879706
HLA-DRB5, 1240, -2.878949
HDAC1, 1213, -2.876459
CXorf38, 9089, -2.870010
GUCA1B, 1185, -2.868954
CTNNAL1, 3333, -2.868831
MRPL21, 9309, -2.867762
FOXC1, 946, -2.864854
TRAF5, 2891, -2.861854
OCIAD2, 8766, -2.861696
MED21, 3621, -2.859696
ASB13, 7391, -2.859395
PCDHB12, 6512, -2.858999
PNOC, 2082, -2.858789
MAP3K6, 3474, -2.857496
ARL5A, 5193, -2.857268
PTH1R, 2262, -2.854385
DAZAP2, 3824, -2.854359
TPTE2P1, 9957, -2.852663
XBP1, 3006, -2.852436
ABR, 11, -2.851783
NEK1, 1805, -2.848805
TMEM65, 9063, -2.848727
SLITRK1, 8443, -2.846613
ZMYM5, 3526, -2.846553
RPL32, 2439, -2.845683
LONRF3, 7424, -2.845041
FOXO4, 1679, -2.844178
LTV1, 8059, -2.842895
CPLX2, 4330, -2.841740
ECM2, 752, -2.840589
DPH7, 8313, -2.836883
PFDN5, 2005, -2.836734
TEAD3, 2792, -2.836054
KCNH3, 4879, -2.835756
CNTN5, 5880, -2.833677
POSTN, 4258, -2.832883
PRMT7, 5937, -2.831371
ABCB7, 8, -2.829458
C6orf47, 6883, -2.828822
RBMS1, 2357, -2.827683
RPGR, 2413, -2.827195
ZNF652, 4584, -2.826960
THAP10, 6585, -2.823946
ATP5MC1, 221, -2.822220
TENM1, 4020, -2.819295
GSG1L, 8907, -2.818647
PECR, 6454, -2.816611
COX7A2, 573, -2.814660
MN1, 1686, -2.810484
C18orf21, 7726, -2.809787
ARPC2, 3984, -2.808743
PSMG4, 9799, -2.807010
MTMR11, 4367, -2.806425
CCDC177, 6597, -2.805769
MELTF, 1662, -2.805463
GSTP1, 1173, -2.804029
TCEAL6, 9088, -2.803632
C1QA, 311, -2.796830
ILK, 1376, -2.795413
SH3BGRL, 2553, -2.793882
CDH7, 439, -2.793868
ZNF44, 5829, -2.792044
SEM1, 3113, -2.790579
COMTD1, 8564, -2.789227
NENF, 5472, -2.789024
VSIG4, 4551, -2.788944
MED11, 9832, -2.787575
SUSD2, 6529, -2.785453
EEF1D, 784, -2.784480
C11orf80, 7368, -2.781782
SLC44A5, 9281, -2.779711
GRIK1, 1137, -2.778639
ZNF620, 9391, -2.776787
ALDH1L2, 9095, -2.776154
FMN2, 6564, -2.774321
XKR4, 8434, -2.773894
ANTXR2, 8553, -2.773516
CDKAL1, 6052, -2.770661
COQ10B, 7541, -2.769375
GLDC, 1060, -2.767679
OLFML2A, 9166, -2.767174
NDUFA4, 1778, -2.767149
FKBP14, 6121, -2.766285
CA12, 334, -2.766161
RORB, 2411, -2.765815
CX3CL1, 2525, -2.763960
SPARC, 2671, -2.763676
LRMDA, 7784, -2.759358
RHOBTB1, 3870, -2.758635
EAF2, 6461, -2.756192
PLA2R1, 4638, -2.755099
NDST1, 1309, -2.754315
TMEM14B, 7692, -2.754281
PM20D2, 8803, -2.752674
CNN2, 539, -2.751291
PIAS1, 3257, -2.749604
GRIN2A, 1143, -2.749266
MTFR1, 3743, -2.748130
DDX39A, 4039, -2.745755
NRG2, 3692, -2.744604
SLC15A4, 8584, -2.741989
TCEAL4, 7461, -2.740847
TPR, 2884, -2.740121
PPM1J, 9607, -2.740100
ARL2, 180, -2.739035
ZCRB1, 8109, -2.738714
ALOX5AP, 110, -2.737617
LRRC4C, 6849, -2.737549
MRPS35, 6949, -2.733913
LURAP1, 9916, -2.731726
CAMK2G, 359, -2.731399
BTBD7, 6401, -2.729201
TBC1D16, 8643, -2.728575
MCM6, 1631, -2.725586
SRSF1, 2543, -2.725479
SVBP, 9723, -2.725155
LEF1, 5640, -2.724685
TMEM119, 9614, -2.724403
PTGS2, 2260, -2.721815
PLXDC2, 8032, -2.719990
ZNF362, 8959, -2.719710
MAGI2, 3860, -2.717631
TLE2, 2839, -2.716880
ROBO4, 5954, -2.715981
RPL22L1, 9240, -2.715240
USF2, 2963, -2.713932
LIMK2, 1544, -2.712942
VWDE, 9357, -2.712238
HSPA6, 1299, -2.711872
TP53TG1, 4530, -2.711793
REEP3, 9332, -2.710332
HNRNPA0, 4389, -2.709849
DNAJC28, 6074, -2.709440
SNX30, 9848, -2.709374
MYO1C, 1752, -2.705813
TDRD3, 7639, -2.705726
HMBOX1, 7320, -2.704449
HIKESHI, 5763, -2.704419
ZBTB47, 8325, -2.704116
SPEG, 4078, -2.698159
COX5A, 3606, -2.697585
HBA2, 1206, -2.697303
SETD6, 7460, -2.696397
THAP9, 7379, -2.695691
DRAM2, 8699, -2.693991
ARMCX6, 5926, -2.693066
BCL3, 264, -2.692319
RPL4, 2417, -2.691047
LGR5, 3255, -2.690270
PLEKHA4, 6838, -2.689686
HBA1, 1205, -2.688655
NKX1-2, 9811, -2.686023
PSMB10, 2234, -2.685906
CYTL1, 5904, -2.677691
ZMAT1, 7925, -2.677685
C7, 320, -2.677006
HIVEP2, 1226, -2.675626
SPATA7, 6446, -2.675208
TAF4, 2743, -2.673168
LINC00643, 9956, -2.672434
GPR61, 7771, -2.670685
RPL13A, 4927, -2.670618
PERP, 6999, -2.669112
C2orf68, 9790, -2.669087
TMEM59, 3681, -2.666537
CRIP1, 590, -2.666489
H1FX, 3435, -2.663072
TCEAL2, 8838, -2.662961
TMEM68, 8811, -2.661759
FLT1, 955, -2.661597
EPB41L4A-AS2, 5941, -2.661183
ILDR2, 9754, -2.661151
HSPBAP1, 7350, -2.657569
GNPDA1, 3927, -2.656889
BTF3, 305, -2.656514
FHL1, 936, -2.655870
COL13A1, 561, -2.655336
FAM172A, 7792, -2.654711
